SOL_Japanese_P, SOL_Se_As_A_L_Tagal_F, SEO_Persons, SOL_Greek_M, SOL_Greek_F, SOL_Aus_Indig_Lang_P, SOL_Chin_lang_Tot_P, SOL_Se_As_A_L_Othr_P, SOL_Chin_lang_Tot_M, SOL_Aus_Indig_Lang_M, SOL_Japanese_F, SOL_Se_As_A_L_Tagal_P, SOL_Aus_Indig_Lang_F, SOL_In_Ar_Lang_Punj_P, SOL_Chin_lang_Tot_F, SOL_Se_As_A_L_Tagal_M, SOL_Japanese_M, SOL_Se_As_A_L_Filipino_F, SOL_Arabic_M, SOL_Se_As_A_L_Indon_F, SOL_Se_As_A_L_Othr_F, SOL_Arabic_P, SOL_Se_As_A_L_Filipino_P, SOL_Arabic_F, SOL_Se_As_A_L_Filipino_M, SOL_Russian_M, SOL_Russian_P, SOL_Se_As_A_L_Othr_M, SOL_Se_As_A_L_Indon_M, SOL_Se_As_A_L_Indon_P, SOL_Chin_lang_Mand_F, SOL_Russian_F, SOL_Greek_P, SOL_Chin_lang_Other_F, Language_spoken_home_ns_M, SEO_Males, SOL_Ir_La_Pe_excl_Da_P, SOL_Ir_La_Pe_excl_Da_M, SOL_Ir_La_Pe_excl_Da_F, SOL_Tamil_F, Language_spoken_home_ns_F, SOL_French_M, SOL_Maltese_M, SOL_Dutch_M, SOL_Chin_lang_Mand_P, SOL_Maltese_P, SOL_Dutch_F, SOL_Irani_Lan_Othr_F, SOL_French_F, SOL_Chin_lang_Mand_M, SOL_Italian_F, SOL_Chin_lang_Other_M, SOL_Maltese_F, SOL_French_P, SOL_Irani_Lan_Othr_M, SOL_Dutch_P, SOL_Chin_lang_Other_P, SOL_Italian_M, SOL_Other_P, SOL_Irani_Lan_Othr_P, SOL_Ir_Lang_Dari_F, SOL_Italian_P, SOL_In_Ar_Lang_Punj_M, SOL_Portuguese_F, SOL_In_Ar_Lang_Punj_F, SOL_Ir_Lang_Dari_M, SOL_Ir_Lang_Dari_P, SOL_Khmer_F, SOL_Tamil_P, SOL_In_Ar_Lang_Tot_P, SOL_Tamil_M, SOL_In_Ar_Lang_Othr_F, SOL_In_Ar_Lang_Tot_M, SOL_Portuguese_P, SOL_Khmer_P, SOL_Other_F, SOL_In_Ar_Lang_Othr_M, SOL_Khmer_M, SOL_Other_M, SOL_In_Ar_Lang_Tot_F, SOL_In_Ar_Lang_Othr_P, SOL_Portuguese_M, SOL_Macedonian_F, SOL_Hungarian_P, Total_F, SOL_Serbian_P, SA2_MAIN11, SOL_Spanish_M, SOL_Turkish_F, SOL_Serbian_M, SOL_Spanish_P, SOL_Serbian_F, SOL_Se_As_A_L_Tot_M, SOL_Se_As_A_L_Tot_F, SOL_Spanish_F, SOL_In_Ar_Lang_Beng_M, SOL_In_Ar_Lang_Beng_P, SOL_Chin_lang_Cant_P, Total_P, Total_M, SOL_In_Ar_Lang_Beng_F, SOL_Se_As_A_L_Tot_P, SOL_Thai_P, SOL_Thai_M, Language_spoken_home_ns_P, SOL_Chin_lang_Cant_M, SOL_Thai_F, SOL_Croatian_F, SA2_NAME11, SOL_Chin_lang_Cant_F, SOL_Turkish_M, SOL_Assyrian_P, SOL_Assyrian_M, SOL_Turkish_P, SOL_Hungarian_F, SOL_Hungarian_M, SOL_Assyrian_F, SOL_Iran_Lan_Tot_F, SOL_In_Ar_Lang_Urdu_F, SOL_In_Ar_Lang_Sinh_F, SOL_Iran_Lan_Tot_M, SOL_Polish_P, SOL_In_Ar_Lang_Urdu_M, SOL_Iran_Lan_Tot_P, SOL_In_Ar_Lang_Sinh_M, SOL_In_Ar_Lang_Urdu_P, SEO_Females, SOL_In_Ar_Lang_Sinh_P, SOL_Croatian_M, SOL_Korean_M, SOL_Croatian_P, SOL_Polish_M, SOL_Korean_P, SOL_Tot_M, SOL_German_F, SOL_Tot_P, SOL_Tot_F, SOL_Polish_F, SOL_Vietnamese_F, SOL_Samoan_F, SOL_Vietnamese_P, SOL_German_M, SOL_Korean_F, SOL_Vietnamese_M, SOL_Samoan_M, SOL_In_Ar_Lang_Hind_F, SOL_Samoan_P, SOL_German_P, SOL_In_Ar_Lang_Hind_P, SOL_Macedonian_P, SOL_In_Ar_Lang_Hind_M, SOL_Macedonian_M
6,29,9786,147,124,0,1437,18,698,0,6,56,0,44,739,27,0,30,36,17,15,79,51,43,21,3,7,3,20,37,300,4,271,62,151,4806,32,14,18,40,121,10,4,17,593,8,13,10,11,293,78,54,4,21,12,30,116,81,251,22,7,159,21,4,23,0,7,28,81,449,41,63,223,4,56,135,74,28,116,226,137,0,10,92,7045,65,"211011259",23,13,28,64,37,71,91,41,0,4,728,13767,6722,4,162,23,7,272,351,16,20,"Wantirna",377,20,0,0,33,61,31,0,35,7,66,26,47,9,61,63,16,4980,129,21,27,41,18,42,1765,34,3709,1944,29,87,0,145,24,15,58,0,63,0,58,119,17,56,7
21,35,11422,178,205,0,2276,41,1091,0,8,64,0,126,1185,29,13,24,56,43,24,102,38,46,14,3,12,17,46,89,444,9,383,99,185,5480,77,42,35,139,171,18,9,22,876,20,40,6,22,432,127,100,11,40,3,62,199,120,431,9,7,247,63,15,63,9,16,38,287,804,148,60,401,21,70,234,60,32,197,403,120,6,5,37,9083,44,"211011260",27,13,22,52,22,106,126,25,14,29,1201,17479,8396,15,232,31,11,356,559,20,17,"Wantirna South",642,15,0,0,28,21,16,0,48,15,141,54,36,12,102,142,27,5942,283,11,26,28,17,51,2731,48,5701,2970,19,90,9,179,31,25,89,3,109,12,79,219,14,110,9
36,3,11718,216,232,0,1118,8,515,0,19,3,0,53,603,0,17,5,76,17,4,151,8,75,3,5,12,4,10,27,210,7,448,39,235,5794,107,53,54,8,214,9,12,13,406,18,17,3,12,196,277,25,6,21,0,30,64,259,223,3,0,536,27,3,26,3,3,3,11,174,3,5,87,7,3,119,6,0,104,87,11,4,22,11,7897,19,"211021261",17,10,11,43,8,17,29,26,5,9,648,15498,7601,4,46,9,3,449,294,6,25,"Donvale - Park Orchards",354,11,0,0,21,5,6,0,57,11,10,56,34,22,113,9,33,5924,19,20,19,45,12,42,1572,47,3331,1759,22,11,0,23,44,23,12,0,31,0,91,49,46,18,24
13,14,9855,34,31,0,205,4,97,0,9,23,0,65,108,9,4,24,18,0,4,39,31,21,7,3,6,0,0,0,62,3,65,8,161,4839,8,5,3,5,139,8,0,11,107,4,17,0,8,45,31,10,4,16,0,28,18,44,193,0,3,75,40,0,25,0,3,43,10,185,5,7,103,0,82,84,4,39,109,82,11,0,9,23,5818,20,"211031263",21,3,8,36,12,16,42,15,6,9,80,11476,5658,3,58,22,8,300,42,14,12,"Bayswater North",38,7,0,0,10,12,11,0,6,4,17,5,37,4,11,20,8,5016,37,11,3,23,15,6,658,23,1321,663,22,41,3,82,29,3,41,3,26,6,52,55,14,29,5
24,17,11977,59,59,10,950,4,419,7,16,31,3,178,531,14,8,18,42,35,0,84,26,42,8,9,21,4,16,51,305,12,118,49,231,5786,85,40,45,11,269,15,4,19,546,11,18,0,17,241,87,33,7,32,0,37,82,80,717,0,5,167,108,0,70,4,9,13,19,531,8,39,293,9,21,372,43,8,345,238,82,9,7,27,8316,19,"211031266",52,4,10,108,9,42,70,56,10,18,322,16010,7694,8,112,39,10,500,145,29,30,"Ringwood",177,7,0,0,11,17,10,0,50,8,42,44,113,8,94,45,16,6191,87,22,13,52,51,26,1677,26,3533,1856,62,57,0,114,31,13,57,0,71,0,57,150,10,79,3
24,29,6398,140,179,0,1399,19,672,0,17,46,0,56,727,17,7,19,19,17,8,33,37,14,18,5,9,11,19,36,323,4,319,44,168,3025,82,36,46,24,211,21,5,8,645,10,13,0,19,322,99,40,5,40,3,21,84,75,147,3,0,174,36,0,20,0,0,13,48,305,24,38,164,0,22,81,29,9,66,141,67,0,6,26,5318,22,"211041269",22,6,11,45,11,65,73,23,3,7,670,10053,4735,4,138,32,9,379,310,23,8,"Forest Hill",360,3,0,0,9,16,10,0,46,3,30,39,35,4,85,40,7,3373,70,10,26,18,15,52,1542,38,3276,1734,20,99,3,181,27,26,82,4,46,7,65,98,10,52,4
52,8,11025,62,59,0,1328,10,619,0,30,16,0,112,709,8,22,13,25,31,6,51,20,26,7,8,28,4,39,70,373,20,121,49,215,5404,59,30,29,18,221,18,5,9,683,12,14,0,19,310,139,34,7,37,0,23,83,128,223,0,3,267,72,6,40,3,6,31,33,395,15,44,216,9,63,114,49,32,109,179,93,3,8,19,7592,52,"211041270",31,4,26,74,26,58,58,43,7,16,562,14812,7220,9,116,21,8,436,275,13,14,"Mitcham (Vic.)",287,3,0,0,7,8,11,0,32,13,29,33,55,15,65,19,28,5621,48,9,26,23,21,45,1601,45,3351,1750,34,75,0,142,29,19,67,0,44,0,74,98,16,54,8
32,10,7424,78,94,0,1161,4,536,0,19,21,0,115,625,11,13,22,20,20,4,40,37,20,15,10,21,0,19,39,332,11,172,42,218,3581,59,31,28,13,217,10,0,12,623,4,12,3,12,291,89,26,4,22,5,24,68,81,237,8,11,170,73,0,42,11,22,35,22,436,9,44,256,3,68,118,58,33,119,180,102,3,5,17,5646,34,"211041271",21,3,14,44,20,45,56,23,7,12,470,10946,5300,5,101,9,3,435,219,6,17,"Nunawading",251,3,3,3,6,9,8,0,42,13,18,47,34,13,89,31,26,3843,49,12,25,29,11,59,1501,20,3087,1586,23,96,0,195,17,34,99,0,58,0,37,132,18,74,13
11,13,7671,18,14,0,29,0,13,0,4,18,0,8,16,5,7,10,5,3,0,10,13,5,3,0,0,0,0,3,7,0,32,3,159,3694,3,3,0,0,145,0,3,41,11,6,79,0,3,4,22,3,3,3,0,120,6,32,96,0,0,54,8,0,0,0,0,0,3,31,3,3,21,0,0,51,5,0,45,10,8,0,0,5,4432,3,"211051277",5,3,0,10,3,8,26,5,0,0,12,8529,4097,0,34,3,0,304,6,3,0,"Kilsyth",6,3,0,0,6,5,0,0,0,0,3,3,5,3,3,5,3,3977,8,0,0,0,0,0,244,43,554,310,5,3,7,6,34,0,3,0,4,7,77,4,0,0,0
23,7,7524,59,64,0,783,3,360,0,13,12,0,37,423,5,10,15,25,14,3,37,31,12,16,7,22,0,12,26,205,15,123,29,101,3651,33,22,11,14,84,6,4,14,382,7,17,0,9,177,56,34,3,15,0,31,63,54,151,0,3,110,19,0,18,0,3,15,23,327,9,23,174,0,29,73,24,14,78,153,47,0,0,23,5092,27,"211041272",25,3,13,49,14,33,39,24,18,43,338,9902,4810,25,72,13,4,185,149,9,15,"Vermont",189,3,3,3,6,12,11,0,14,7,48,22,36,11,36,56,18,3873,104,14,17,29,16,26,1058,42,2193,1135,20,67,0,127,23,9,60,0,32,0,65,78,0,46,0
36,22,7214,298,312,0,1559,9,724,0,16,38,0,49,835,16,20,15,33,21,6,63,29,30,14,14,34,3,23,44,401,20,610,66,163,3531,40,21,19,41,172,18,5,3,738,10,7,0,18,337,167,54,5,36,0,10,120,159,168,0,3,326,27,3,22,3,6,10,88,309,47,15,170,7,13,84,18,3,84,139,33,4,9,26,5865,18,"211041273",16,10,7,38,11,56,64,22,11,17,701,11417,5552,6,120,8,0,335,333,8,21,"Vermont South",368,7,0,0,17,12,14,0,22,3,53,24,48,8,46,58,11,3683,111,18,26,39,25,55,1858,41,3868,2010,23,48,3,96,28,29,48,3,40,6,69,88,13,48,4
15,0,9146,16,9,0,59,0,11,0,8,0,0,0,48,0,7,8,7,0,0,18,8,11,0,3,7,0,0,0,27,4,25,4,185,4599,6,3,3,3,176,15,3,20,35,6,25,0,16,8,18,0,3,31,0,45,4,26,93,0,0,44,0,0,0,0,0,0,3,9,0,0,4,0,0,42,0,0,51,5,0,0,0,11,5030,5,"211051274",17,0,0,32,5,0,8,15,0,0,20,10063,5033,0,8,8,3,361,3,5,3,"Belgrave - Selby",17,0,0,0,0,6,5,0,3,0,0,3,21,0,6,0,0,4547,0,3,0,6,6,3,249,49,556,307,15,3,0,3,46,3,0,0,5,0,95,9,3,4,3
9,5,16283,15,20,6,104,6,49,3,6,14,3,14,55,9,3,12,13,4,6,24,23,11,11,4,13,0,0,4,43,9,35,0,239,7972,0,0,0,7,223,11,0,39,78,0,46,3,19,35,193,3,0,30,0,85,3,190,150,3,0,383,5,3,9,0,0,7,14,77,7,6,37,9,10,79,8,3,71,40,14,6,7,19,9184,6,"211051278",14,3,3,30,3,20,27,16,5,8,23,17988,8804,3,47,14,5,462,11,9,7,"Lilydale - Coldstream",12,3,0,0,6,8,11,0,3,5,11,0,35,0,3,14,5,8311,25,14,0,21,19,0,593,44,1243,650,16,5,4,9,46,0,4,3,6,7,90,11,7,5,0
3,11,7988,9,20,6,70,4,31,3,3,15,3,6,39,4,0,10,15,8,0,26,13,11,3,0,5,4,9,17,21,5,29,3,148,3947,8,8,0,0,126,6,0,18,38,8,20,0,10,17,120,3,8,16,0,38,6,122,70,0,0,242,6,0,0,0,0,0,0,56,0,8,28,0,0,32,6,0,38,28,14,0,3,14,4624,14,"211051275",5,7,8,13,6,20,29,8,3,6,26,9124,4500,3,49,20,7,274,11,13,12,"Chirnside Park",15,12,0,0,19,6,8,0,0,0,4,8,44,0,8,4,0,4041,8,9,0,21,22,0,405,38,862,457,22,11,3,18,22,0,7,3,13,6,60,22,7,9,4
22,0,11861,16,16,3,20,3,8,0,15,0,3,0,12,0,7,3,4,3,3,9,3,5,0,0,0,0,0,3,8,0,32,0,266,5783,0,0,0,0,219,7,0,27,13,0,33,0,5,5,41,3,0,12,0,60,3,49,53,0,0,90,0,0,0,0,0,5,3,10,3,5,5,0,8,31,5,3,22,5,10,0,0,21,6567,4,"211051276",8,0,4,15,0,0,9,7,0,0,4,12844,6277,0,9,5,0,485,0,5,3,"Healesville - Yarra Glen",4,0,0,0,0,11,10,0,0,0,0,0,30,0,0,0,0,6078,0,3,0,6,13,0,228,43,498,270,17,4,0,4,35,0,0,4,0,4,78,0,0,0,0
4,3,7702,0,6,0,0,0,0,0,4,3,0,4,0,0,0,5,0,7,0,0,9,0,4,0,4,0,0,7,0,4,6,0,128,3842,0,0,0,0,110,0,3,8,0,3,14,0,6,0,35,0,0,6,0,22,0,37,26,0,0,72,0,4,4,0,0,0,0,7,0,0,3,4,0,7,0,0,19,4,0,0,5,6,4101,3,"212011288",7,0,3,14,0,4,15,7,0,0,0,8203,4102,0,19,0,0,238,0,0,3,"Bunyip - Garfield",0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,3,0,3860,3,11,0,14,7,0,132,12,263,131,5,0,0,0,13,0,0,4,0,4,25,0,12,0,7
13,10,16082,15,22,3,20,4,7,3,10,10,0,0,13,0,3,8,5,3,0,5,8,0,0,8,14,4,3,6,6,6,37,4,350,8124,0,0,0,0,353,20,3,37,10,3,35,0,14,4,76,0,0,34,0,72,4,68,112,0,0,144,0,0,0,0,0,0,0,3,0,0,3,4,0,58,0,0,54,0,0,4,0,20,8683,3,"212011289",13,0,3,30,0,7,21,17,0,0,6,17510,8827,0,28,11,4,703,3,7,9,"Emerald - Cockatoo",3,4,0,0,4,8,12,0,0,0,0,0,19,0,0,0,0,7958,0,14,0,23,11,0,353,64,725,372,8,4,0,4,52,0,0,0,0,0,116,3,3,3,3
0,3,6016,7,11,0,10,0,4,0,0,6,0,3,6,3,0,6,0,3,0,0,6,0,0,0,0,0,0,3,6,0,18,0,132,3005,0,0,0,0,64,0,3,10,10,6,18,0,0,4,47,0,3,0,0,28,0,55,44,0,0,102,0,0,3,5,5,3,0,12,0,0,3,0,3,20,0,0,24,9,0,0,3,0,3241,4,"212011290",11,0,4,17,0,3,12,6,0,3,0,6529,3288,3,15,4,0,196,0,4,5,"Koo Wee Rup",0,0,0,0,0,0,0,0,0,0,3,5,8,0,5,3,0,3011,6,12,0,17,0,0,151,8,317,166,8,0,3,0,6,0,0,4,0,7,14,0,3,0,0
4,12,6030,0,9,0,20,0,10,0,4,12,0,7,10,0,0,0,4,0,0,7,0,3,0,0,0,0,0,0,5,0,9,0,133,2998,0,0,0,0,245,6,0,29,8,0,46,0,6,3,14,0,0,12,0,75,0,16,43,0,0,30,3,0,4,0,0,0,0,13,0,0,6,3,0,20,0,0,23,7,0,3,0,6,3462,0,"211051280",3,0,0,9,0,0,12,6,0,0,12,6732,3270,0,12,3,0,378,7,3,6,"Montrose",5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3032,0,3,0,9,0,0,139,36,324,185,0,0,0,0,33,0,0,0,3,0,69,6,0,3,0
14,18,18323,44,31,0,249,7,122,0,10,32,0,27,127,14,4,30,40,8,3,61,45,21,15,7,13,4,12,20,79,6,75,7,294,9053,20,11,9,9,231,14,3,45,144,6,33,0,21,65,115,24,3,35,0,78,31,125,451,0,0,240,13,0,14,0,0,8,12,118,3,10,59,0,11,214,11,3,237,59,21,0,12,20,10419,13,"211051281",26,4,4,52,9,45,59,26,3,3,74,20689,10270,0,104,13,0,525,33,13,18,"Mooroolbark",41,4,0,0,8,15,5,0,9,4,10,11,31,3,20,3,7,9270,13,18,3,36,14,7,923,56,1841,918,17,12,7,23,51,4,11,3,21,10,107,47,34,26,22
20,0,8825,20,21,0,23,0,7,0,10,0,0,0,16,0,10,7,0,3,0,0,7,0,0,4,9,0,3,6,12,5,41,0,158,4469,0,0,0,0,148,9,3,36,15,6,32,0,8,3,17,0,3,17,0,68,0,28,102,0,0,45,0,0,0,0,0,0,0,4,0,0,0,0,0,53,0,0,49,4,0,0,0,18,4766,7,"211051282",19,0,3,35,4,3,10,16,0,4,8,9657,4891,4,13,17,5,306,4,12,0,"Mount Dandenong - Olinda",4,0,0,0,0,6,12,0,0,0,0,0,23,0,0,0,0,4356,0,0,0,0,14,0,264,36,526,262,9,0,0,0,42,0,0,0,0,0,78,0,0,0,0
7,49,14271,62,59,0,148,15,70,0,3,77,0,144,78,28,4,72,68,7,11,143,126,75,54,24,43,4,3,10,52,19,121,7,459,7109,96,53,43,50,420,51,9,29,103,18,29,21,48,51,85,4,9,99,17,58,11,84,583,38,68,169,86,11,58,99,167,68,97,570,47,19,324,21,130,283,35,62,300,246,54,10,8,33,9271,43,"212031300",87,21,24,162,19,89,139,75,12,16,34,18621,9350,4,228,20,6,879,15,14,28,"Cranbourne",19,24,6,6,45,13,20,0,132,14,60,169,30,15,301,88,29,7162,148,22,8,50,13,11,1782,25,3471,1689,17,27,105,48,16,3,21,124,91,229,41,179,17,88,9
7,7,8717,13,8,3,17,0,9,3,3,7,0,3,8,0,4,6,10,3,0,16,6,6,0,0,0,0,3,6,5,0,21,0,125,4345,0,0,0,0,98,6,0,30,10,0,40,0,12,5,27,0,0,18,0,70,0,35,75,0,0,62,0,0,3,0,0,0,0,6,0,0,0,0,0,37,0,0,38,6,0,0,0,9,4688,5,"211051283",6,4,5,9,0,3,16,3,0,0,7,9375,4687,0,19,6,3,223,4,3,0,"Mount Evelyn",3,0,0,0,4,3,6,0,0,0,3,0,21,0,0,0,0,4372,3,0,0,0,9,0,217,24,435,218,12,6,0,15,28,0,9,0,0,0,52,0,0,0,0
6,29,6068,14,16,0,102,22,55,0,3,47,0,115,47,18,3,18,37,3,12,73,29,36,11,8,18,10,3,6,31,10,30,7,157,2890,11,3,8,22,181,11,3,11,63,10,15,9,20,32,40,14,7,31,10,26,21,34,422,19,27,74,59,5,56,27,54,20,48,424,26,22,220,12,39,213,24,19,209,204,46,7,0,29,4287,20,"212031301",45,5,11,97,9,42,62,52,5,5,18,8209,3922,0,104,7,4,338,9,3,13,"Cranbourne East",9,6,0,0,11,13,16,0,44,6,73,40,9,8,84,80,14,3178,153,15,0,28,5,3,875,18,1803,928,4,15,29,18,11,3,3,20,47,49,29,91,0,44,0
8,202,11900,81,61,6,658,104,316,3,8,367,3,396,342,165,0,146,156,55,52,312,259,156,113,28,55,52,37,92,146,27,142,79,500,6021,319,167,152,152,526,288,10,12,280,18,14,26,262,134,68,81,8,550,41,26,160,63,1619,67,271,131,210,17,186,315,586,251,311,2167,159,90,1085,35,496,832,79,245,787,1082,169,18,20,102,11875,413,"212031305",233,121,206,459,207,367,455,226,30,58,218,23767,11892,28,822,30,3,1026,101,27,56,"Hampton Park - Lynbrook",117,132,32,13,253,50,52,19,449,51,467,523,145,56,972,471,107,5879,938,61,0,117,74,5,5371,35,10841,5470,71,197,249,374,24,5,177,237,260,486,59,499,38,239,18
8,11,8939,14,13,3,36,4,22,3,5,11,0,0,14,0,3,4,5,0,4,5,9,0,5,0,10,0,0,0,11,10,27,3,210,4480,0,0,0,0,172,9,0,15,27,0,21,0,10,16,15,3,0,19,0,36,6,16,73,0,0,31,0,0,0,0,0,0,0,6,0,0,6,0,0,36,3,0,37,0,3,0,3,18,4873,0,"211051284",5,3,0,19,0,5,19,14,0,0,3,9779,4906,0,24,14,7,382,3,7,0,"Upwey - Tecoma",0,0,0,0,3,9,9,0,0,0,0,0,27,0,0,3,0,4459,3,0,3,0,11,6,216,41,458,242,16,3,0,8,41,3,5,0,0,0,82,0,3,0,0
6,0,6778,15,15,0,13,0,3,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,30,0,139,3396,0,0,0,0,100,4,0,16,13,0,22,0,8,3,92,0,0,12,0,38,0,90,24,0,0,182,0,0,0,0,0,3,0,0,0,0,0,0,6,9,0,3,15,0,0,0,0,3,3684,5,"211051285",4,0,5,7,0,0,0,3,0,0,0,7409,3725,0,0,3,0,239,0,3,8,"Wandin - Seville",0,3,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,3382,0,3,0,11,3,0,190,15,392,202,7,0,4,0,14,0,0,0,0,4,29,0,3,0,3
11,0,14565,13,15,0,30,0,14,0,6,0,0,0,16,0,5,5,0,3,0,0,5,0,0,3,6,0,0,3,12,3,28,0,441,7155,0,0,0,0,408,7,3,27,19,7,35,0,10,7,20,0,4,17,0,62,0,28,95,0,0,48,0,0,0,0,0,0,0,5,0,0,0,0,0,39,0,0,56,5,0,0,3,11,8109,8,"211051286",10,0,4,21,4,0,8,11,0,0,11,15985,7876,0,8,11,6,849,7,5,4,"Yarra Valley",4,0,0,0,0,5,6,0,0,0,5,0,21,0,0,0,0,7410,5,6,3,10,5,3,280,78,571,291,16,4,0,8,73,0,4,4,0,4,151,0,6,0,3
3,3,7284,14,8,0,32,6,11,0,3,3,0,10,21,0,0,0,21,0,0,36,0,15,0,3,6,6,0,0,12,3,22,3,136,3676,0,0,0,0,142,9,0,13,23,0,12,0,6,11,28,0,0,15,0,25,3,28,99,0,5,56,4,3,6,8,13,0,0,83,0,0,40,3,0,50,0,0,49,43,0,0,4,33,4023,21,"212011287",7,4,11,14,10,6,3,7,0,0,6,8096,4073,0,9,6,6,278,0,0,6,"Beaconsfield - Officer",6,3,0,0,7,18,15,0,5,4,23,8,11,0,13,28,4,3608,51,9,0,15,3,4,261,12,534,273,8,0,0,0,5,4,0,0,10,0,17,18,4,8,0
6,5,11236,24,24,0,52,8,24,0,3,9,0,41,28,4,3,9,28,7,3,56,21,28,12,3,10,5,3,10,19,7,48,0,208,5430,6,3,3,5,197,25,3,8,36,7,20,0,24,17,30,0,4,49,0,28,0,37,207,0,3,67,25,7,16,0,3,4,9,191,4,6,100,17,8,111,10,4,96,91,16,10,0,27,6524,17,"212011291",21,4,8,40,9,24,24,19,4,8,16,12648,6124,4,48,4,0,405,7,4,19,"Pakenham - North",9,7,0,0,11,18,9,0,6,0,30,3,23,3,9,33,3,5806,63,11,0,30,13,3,486,7,1007,521,10,3,9,3,10,3,0,11,35,20,17,60,0,25,0
0,66,10275,47,46,0,185,26,87,0,0,119,0,176,98,53,0,75,58,15,13,103,126,45,51,9,23,13,18,33,70,14,93,13,306,5099,130,68,62,56,291,58,5,10,136,10,13,12,70,66,74,7,5,128,10,23,20,60,679,22,92,134,99,10,77,101,193,30,117,834,61,32,449,25,72,360,45,42,319,385,77,15,5,31,7341,68,"212031302",102,16,34,203,34,135,169,101,15,23,29,14570,7229,8,304,44,19,597,14,25,39,"Cranbourne North",15,12,0,0,28,16,15,0,166,38,149,179,51,50,345,149,88,5176,298,29,4,68,24,10,1824,5,3698,1874,27,20,39,36,10,6,16,25,81,64,15,172,5,91,0
21,38,18029,18,23,0,130,15,64,0,14,69,0,92,66,31,7,46,56,20,8,110,82,54,36,12,17,7,6,26,40,5,41,6,488,8751,21,6,15,23,474,37,7,29,73,18,44,4,36,33,42,10,11,73,4,73,16,48,451,8,10,90,54,21,38,12,22,20,34,432,11,10,231,49,39,230,16,19,221,201,26,28,0,52,10977,42,"212011292",50,7,24,119,18,80,112,69,17,45,41,21349,10372,28,192,23,8,962,21,15,33,"Pakenham - South",20,15,0,0,22,29,23,0,29,14,63,22,32,15,51,76,29,9278,139,25,5,58,16,8,1133,35,2358,1225,16,43,26,58,29,3,15,33,48,59,64,101,0,53,0
19,19,18634,59,64,0,286,11,134,0,14,30,0,33,152,11,5,30,44,15,5,83,53,39,23,28,55,6,12,27,104,27,123,11,428,8826,37,17,20,34,429,42,9,44,195,16,60,0,56,91,153,3,7,98,0,104,14,111,369,0,17,264,21,12,12,18,35,0,71,337,37,7,178,18,4,189,20,4,180,159,27,6,8,115,11718,81,"212021293",57,10,32,128,49,52,69,71,12,25,77,22251,10533,13,121,8,3,857,40,5,52,"Berwick - North",37,12,12,7,22,66,49,5,37,6,95,35,95,7,72,97,13,9808,192,39,14,91,37,23,1279,61,2760,1481,58,15,0,25,46,9,10,0,26,0,107,47,13,21,5
33,51,17359,56,76,3,583,28,266,3,19,88,0,123,317,37,14,59,117,39,12,231,101,114,42,29,55,16,41,80,231,26,132,36,347,8680,109,48,61,68,275,66,8,24,420,16,19,9,82,189,81,36,8,148,8,43,72,87,775,17,83,168,65,7,58,74,157,9,133,1283,65,36,650,24,12,394,28,3,381,633,64,17,20,59,11544,48,"212021294",103,35,20,219,28,136,161,116,23,40,91,22987,11443,17,297,24,10,622,41,14,28,"Berwick - South",50,35,8,5,70,32,27,3,153,39,354,130,81,53,283,333,92,8679,687,28,13,56,36,27,2416,30,5006,2590,45,24,34,44,27,14,20,23,129,57,57,277,37,148,17
0,5,5930,40,40,0,36,3,15,0,0,10,0,0,21,5,0,3,17,0,0,30,3,13,0,0,4,3,0,0,10,4,80,0,111,2981,6,3,3,3,111,6,4,9,18,8,11,0,5,8,41,0,4,11,0,20,0,53,101,0,3,94,0,0,0,8,11,9,3,12,0,0,4,0,21,47,0,12,54,8,0,0,0,7,3341,21,"212031303",3,0,10,12,11,8,8,9,0,0,18,6717,3376,0,16,4,0,222,7,4,3,"Cranbourne South",11,0,0,0,0,3,4,0,6,0,0,11,6,0,17,0,0,2949,0,4,0,7,3,0,284,17,565,281,3,7,4,11,20,0,4,0,8,4,37,12,3,4,3
13,37,4858,53,61,3,218,9,118,0,9,56,3,119,100,19,4,40,122,8,3,253,65,131,25,16,47,6,12,20,54,31,114,14,357,2426,163,99,64,99,373,59,11,12,122,22,17,9,70,68,35,12,11,129,18,29,26,30,781,27,114,65,65,0,54,137,251,48,219,584,120,4,332,3,103,387,11,55,394,252,15,3,21,94,5084,490,"212021295",69,40,257,135,233,62,88,66,14,25,70,10254,5170,11,150,13,3,730,38,10,50,"Doveton",32,56,6,3,96,50,44,3,187,27,108,254,105,44,441,126,71,2432,234,37,0,87,55,5,2387,27,4666,2279,50,106,89,204,16,5,98,83,48,172,43,120,42,72,21
